text_akhir,polarity
bayak iklan malas lihatnya tolong hapus iklannya minimal kurangin mah iklan nyaiklaniklaniklan iklan ngelamain cuman detik menit bosan,negative
bagus tontonan orang dewasa bintang tolong tingkatkan aplikasinya biar bagus,negative
tubetlgkembalikan viewer btssaya fensny kecewa aplikasi udh pakai initlgkalo nnti bts penghargaanknp menghapus view btsapakah pilih kasihtlgberikan adilanmreka susah payah mv itutpi mudah menghapus viewny,negative
iklannya menggangu pas play videoiklannya mengganggu diperbarui aplikasinya lambat gitu cobalah diperbarui mengolok olokan kuota pendonload youtube,positive
update g play youtube loading trus sinyal full kuota g dipake,negative
iklan sah rakus sm iklan iklan muncul video menyebalkan dr kesal lbh cari video iklan puas menikmati maaf berhubung update ksh bintang infonya youtube update loadingnya parah terima ksh,negative
bug banyaksalah nyebelin bug layar g sentuh video,negative
kuota internet youtube gb kali buka youtube nonton lambat berputar buffering trus sinyal g penuh full susah banget buka video menit kebuka tolong perbaiki sebenernya,negative
mendengarkan lagu rohani besera vidionyabagus bangettapi ko buka youtube ko susah sihharus hapus messengerwhatshap facebookjadi sedihtolong kasih jalan terbaik youtube aktif kbalimakasih,positive
ribet stop membership channel download yt studio update fitur perks member langsung berhenti berlangganan download yt studio buka chrome pc,positive
times kirim tugas video youtube selesai kirim video duplikat tulisan uploading risih salah satunya hapus kehapus duanya terpaksa bikin huh,negative
youtube iklanyaitu youtube premiumtapi berganti topiknikmatin saudara laki-laki iklan nyaanggap nonton tvgk suka iklantunggu detik lewatigitu susah,negative
gini suka denger music yt yt musik iklan please jngan ngabisin banget iklannya jepang gitu ih nari cewek gitu argggh bikin malu astaga tinggal laptopnya orang suka begituan ihh skip ditinggal,negative
perkenalkan nama mutiara aplikasi bagus diupdate download kadang² bacaanya download tolong developernya perbaiki youtubenya,negative
tube tlong jngan non aktifkan youtube go krena apk ringan pnyimpanan ponsel loading suka go dripada versi ori terimakasih,positive
tolong creater applikasi youtube mengembalikan youtube sperti orang terganggu apapun dilayar video tulisan konten tersedia applikasi tonton youtube versi terbaru update layar tulisan tolong creater youtube memperbaiki youtube terima kasih,positive
aplikasi bagus banget kasih bintang tolong bug perbaiki pas lihat short tergagu kadang² lihat video suaranya hilang bug aplikasi youtube tolong perbaiki,positive
semenjak update versi terbaru bagus tampilannya suka isi beranda pencarian besar² gtu kaya simple kecil² mudah scrool mencari videonya tolong diperkecil terimakasih,positive
bagus sihtapi gakalo download video kelompok gitumisal india sendiripop sendiridangdut sendiriatau sesuai mood dengerin lagu yanv manajadi campur lagu download,positive
halo youtube terhormat tolong perbaiki youtube updat mengupdate update selesai selang deti buka youtube beranda youtube muncul tampilan gambar video muncul loading mohon diperbaiki kedepannya,negative
pemutaran video normalmisalnya sdh tonton sktr jamsetelah iklan durasi jam sebelumnyatrs kualitas video berubah sdh atur kualitas iklan berubah video otomatis iklan blokir muncul,positive
aplikasi bagus² rusak banget jaringan bagus lihat vidio loading pas nunggu vt burem banget eh pas lihat vidio ditiktok lancar² yt malam burem gajelas apk,positive
dipake ganti hp androidnya parah akun premium bayar update gegara hp jaman,negative
tolong perhatikan depannyasaya pakai premium nonton video ngelag scene durasi jalan melompat detik,positive
semenjak diupgrade loading sinyal kuota trus apk tolong diperbaiki lgdiupgrade bagus hancur,negative
kecewa youtube x nonton lagu film jalan sebentar iklan tolong iklan tampil pemandangan enak,positive
mantap bilang jelek ngurangi bintang update download vidio kelar² taunya setingan downloadnya jaringan wifi maaf kasih balikin bintangnya saran hasil download terhapushilang ganti ponsel hp rebootrestart terima kasih bagus moga berprogres sukses,positive
bagus video download paket internet video video video download tersedia paket internet mengupdate versi terbaru pakai versi,positive
perbarui nnton vidio donwload donwload bagus versi perbarui vidio donwload play terpaksa update premium g donwload kecewa,negative
youtub terbaik informasi didalam diluar negeri ilmu pengetahuan disegala bidang kecewakan seandainya melanggar perangkat layak memajang aplikasi youtub mohon diberitahukan muncul dilayaryoutub menanggapi sebenar trimskasih,negative
tolong rubah atur preferensi kualitas video dibikin atur pixel kualitas suka nonton kualitas pulang pergi atur otomatis atur kualitas rendah dptnya p kualitas dptnya p tampilkan subtitle otomatis seenggaknya kasih opsi subtitle ditampilkan otomatis seringkali muncul subtitle otomatis butuh subtitle,positive
video play membuka aplikasi youtube posisi landscape membuka aplikasi youtube posisinya potrait tolong efisiensi diperbaiki nyaman,negative
kecewayoutube dibuka os android versi updatesaya nonton youtube googledan download lagitolong google llcbenahin aplikasi youtube membuka pengguna hp os android dibawah versi tolong tolong benahin aplikasinyasaya nonton youtube download,negative
aplikasi bawaan youtube perangkad upgradeupgrade,negative
plislah yt update kayak gini udh nambahin fitur bugnya perbaiki ganggu banget pas putar video disitu pause pas play mencari video nyadar pas lihatpop gitu video restart duluudh nyoba uninstall pembaruan error pas mencari pakai aplikasi gunain pakai chrome udh kesal bug,negative
kualitas vidio tolong diperbaiki pilihan peguna ingginkan vidio klik p dibawahnnya p setap klik vidio p saran otomatis saran otomatis vidio klik p p nonton vidio atur ulang ribet menggangu terimakasih,positive
bagus iklan,negative
bagus iklan ganggu menit hpku nge lag perbaiki iklan hp nge lag pas pencet tertarik langsung hilang besoknya muncul siih pas daftar channel apk banyaaaaak jaringan lho perbaiki jan diem,negative
aplikasi youtube gk dibuka aplikasi buka notifikasi layar tunggu aplikasi tutup aplikasi mohon bantuannya min,negative
youtube nonton tailer ful filem netflik seru filem,neutral
bagus si iklan,negative
buka youtube update buka update buka update update melulu diupdate kebuka mah mah download berkali kali gabisa dibuka sengaja kali biar ngedownloadnya berkali kali biar untung gede download dikasihnya aplikasi kosong pengguna tuh bagus buruk cari untung teruuss semoga aplikasi saingan bad application,negative
tolong hapus tombol geser video short tombol² memutar video dihilangkan pencet menggganggu nyaman,negative
iklan bug,neutral
nggk lanscape kak live atur beda live langsung hp mode lanscape x live mode potret live,positive
min tolong dengerin buka yt short pas scrool berasa eror muncul pelangi mengganggu butuh difiks tuh bug,negative
youtube menonton video rekomendasi video muncul berkomentar deskripsi putar otomatis tolong bug perbaiki,negative
apk iklan iklan lewatin sebel banget nge bug mohon develover tolong benarkan kouta gb habis jarang buka youtubegame lain-lain pas short tonton habis beranda mohon maaf menyinggung,negative
tolong iklannya kondisikan youtube iklan kayak tv baca hapus data paksa henti biar youtube laku maaf kesal iklan nonton detik iklan,negative
tolong skrng youtube udh android jaman hp jaman nasibnya nnton yt tolong tolong ubah biar versi android pakai youtube kya gini nnton nyetel lagu mencari tutorial dsb astaga menangis pas buka youtube tolong kembalikan kompatibilitas android user android jaman ttp menikmati aplikasi,negative
youtube mengatur kecerahan layar otomatis kamera kena cahaya layar otomatis cerah kamera kena bayangan layar otomatis redup menonaktifkannya dimana suka kecerahan layar otomaris,positive
aduuuhhhh capek lihat video iklan kadang x iklan gitu durasi detik gitu lewati malesss banget,positive
cari muncul ditampilan hasil pencarian short iklan judi hasil pencarian muncul video udh ditonton kecewa yt bagus yt,negative
bingung youtube berfungsi uninstal update update masuk menonton membersihkan file masuk yt tanda berfungsi,negative
tube bermanfaat bermasalahkenapa video download tontontrs download gratis skr bayartolong berbaikin tube,positive
berkatakata mengambil keuntungan penggunamungkin nyaman mennggunakan situs videi ilegl go tube vidmate,positive
maaf youtube kasi bintang kualitas video mendownload berkurang versi youtube update p p tolong youtube diupdate kedepannya mengembalikan kualitas video pengalaman menonton sekian terima kasih,positive
tolong hilangkan ads detik skip hilangkan fitur auto pause fitur coba pakai yt dengerin lagu auto pause melulu,positive
susah diatur enak beda youtube go banget enak youtube go hemat internet mudah habis kalok youtube bikin hp rusak mohon tolong diperbaikibiar halo hate youtube love youtube go,neutral
kasih bintang option vidio lain-lain bagus sebetul iklan kenaa keberatan memutar vidio platform geratis membeli kuota layanan tv gratis tv listrik antena bayar iuran platform memutar kuota beli mohon tinjau iklan mengganggi terima kasih,positive
suara tiba² hilang iklan,neutral
pecinta animemovie susah nontoncukup menyedihkan sekelas youtubebanyak aturanmembosankansemoga youtube hilang peredaranwaktunya cari apps sejenis apps layakngakunya kaya iklan nonton berbayarmiskinnya,negative
puas youtube vidio iklan muncul trus sekip pas iklan selesai muncul iklan gk youtube vidio melihan iklan,neutral
diberanda muncul video blank pas searching pas branda blank bug,positive
ok suka denger lagu yt alangkah autoplay perbaiki iklan autoplay video keputar gara iklan,positive
awalmya lancartapi youtubepas masuk youtube suruh buka chromesaya perbarui bisamohon youtube hormatsaya pegel berpuluh kali unstall install apk youtube biar begitutapi hasilnya nihilmalah,negative
payah update fitur putar video otomatis video beranda terputar otomatis eh update putar otomatis beranda setelan aktifkan otomatis,positive
saran pemakaian data kecilin kepuasan nonton terganggu iklan uda data nonton penuh iklan orang awam youtube bawaan paham aplikasi,negative
merekomendasikan aplikasi bnyak penghapus salah satunya aplikasi viewera rastusan juta hpus kuat bayar adsense buruk,negative
iklan penghasilan youtube tolong iklan dikondisikan putar video iklan muncul berkali kali sekalinya muncul double,negative
tolong tim youtube lepas masuk tib tulisan salah silver kasih bintang,negative
developer semoga aplikasi youtube tersedia opsi terjemahan otomatis bahasa menu subtitle youtube web semoga update tersedia,positive
susah mengatasi youtubue usang hapus datanya update membaik menu masuk yuotube eh youtube usang,negative
apk dpet pengentahuan enak nonton iklan malas iklan tolong iklan hilangkan,negative
update terbaru mempersulit melewati bar menit video berjalan disentuk bar menitnya menit efisien mohon diperbaiki terima kasih,positive
youtubenya bermasalah update disuruh ngeupdate kuota penyimpanan disuruh ngeupdate tolong diperbaiki nonton vidio sulit mohon kerjasamanya,negative
aneh banget tolong youtube perangkat gk update,positive
kesel seru seruan nonton habis iklan kesel skip iklannya detik skip,negative
bug pause memainkannya menekan play menggeser video mini vid alias bersembunyi suaranya tolong youtube memperbaiki bug menikmati youtube gangguan mohon maaf kesalahan berkenan hati terimakasih,negative
aplikasi bagus nyaman semenjak tulisan update muncul terganggu kenyamanan developer memaksa update biar orang update gini males buka aplikasi perbaiki terimakasih,negative
surat terbuka youtube indonesia aplikasi keren terimakasih update menarik pengguna nyaman option pemilihan resolusi videonya efektif dibanding versi salah perubahan bagus understandablehave good day,positive
tolong video pencet silang susah banget tolong video terimakasih,negative
aplikasi berguna iklan gitu iklan kadang² hd video tonton iklan berbau pornografi youtube memperbaiki,negative
harap dngan update enak nyaman nonton sponsor nonton durasi jam puluhan tolong sponsor youtube mengganggu,positive
video tonton gefreeze layar videonya hitam padalah jaringan bagus banget bug semacamnya tolong diperbaiki males nonton videonya kalu suka gefreze tambahan kadang² apklikasinya,negative
